,station_name,poi_name,latitude,longitude,address,distance_m,category
558,26th & Poplar,Trio,39.970369965319335,-75.18048119038606,"2624 Brown St (at N Taney St), Philadelphia, PA 19130",277,Thai Restaurant
563,16th & Montgomery,Maple Star,39.9791892383782,-75.16051242595141,"1521 Cecil B Moore Ave (North 15th St), Philadelphia, PA 19121",191,Chinese Restaurant
567,16th & Montgomery,Pita Chip,39.9780377862915,-75.1584168065293,"1600 N Broad St Ste 7, Philadelphia, PA 19121",371,Mediterranean Restaurant
568,16th & Montgomery,Tropical Smoothie Cafe,39.977931062914465,-75.15840999874148,"1600 N Broad St, Philadelphia, PA 19121",382,Juice Bar
570,13th & Mifflin,Artisan Boulanger Patissier,39.926352965316944,-75.166339338567,"1218 Mifflin St (at S Iseminger St), Philadelphia, PA 19148",42,Café
571,13th & Mifflin,Stargazy,39.92679571550138,-75.16735612833608,"1838 E Passyunk Ave (Mifflin), Philadelphia, PA 19148",57,English Restaurant
572,13th & Mifflin,Gabriella's Vietnam,39.92693146669747,-75.16659121117044,"1837 E Passyunk Ave, Philadelphia, PA 19148",51,Vietnamese Restaurant
574,13th & Mifflin,Le Virtù,39.926044241224766,-75.16788506398544,"1927 E Passyunk Ave, Philadelphia, PA 19148",105,Italian Restaurant
575,13th & Mifflin,Fuel,39.92633186526494,-75.16766362535178,"1917 E Passyunk Ave (Mifflin St.), Philadelphia, PA 19148",75,New American Restaurant
579,13th & Mifflin,Flannel,39.92709952708369,-75.16638706711821,"1819 E Passyunk Ave, Philadelphia, PA 19148",75,Southern Food Restaurant
586,Ridge & Master,Libertee Grounds,39.971599334023246,-75.16321131961746,"1600 W Girard Ave, Philadelphia, PA 19130",648,Beer Bar
593,2nd & Lombard,Spruce Street Park - Beer Barge,39.94446465043163,-75.14100193977355,"S Columbus Blvd, Philadelphia, PA",482,Bar
594,2nd & Lombard,Positano Coast by Aldo Lamberti,39.946803446288506,-75.14494694530335,"212 Walnut St Fl 2 (2nd St), Philadelphia, PA 19106",555,Italian Restaurant
595,2nd & Lombard,Eulogoy,39.94205589229199,-75.14253771551319,"Philadelphia, PA",253,Bar
596,2nd & Lombard,The Olde Bar,39.946785,-75.14383,"125 Walnut St (at 2nd St), Philadelphia, PA 19106",569,Cocktail Bar
598,2nd & Lombard,Frieda,39.9470672635393,-75.14719812592973,"320 Walnut St, Philadelphia, PA 19106",600,Café
599,2nd & Lombard,Liberty Point,39.945906,-75.140135,"211 S Columbus Blvd, Philadelphia, PA 19106",644,American Restaurant
600,"63rd St Station, MFL",Kif's Sports Bar and Hookah Lounge,39.962150466450986,-75.24437231229776,"6142 Market St (btw 62 St & Robinson St), Philadelphia, PA 19139",98,Sports Bar
606,"63rd St Station, MFL",Hong Kong Restaurant,39.96382427548288,-75.2411699944514,"100 N Edgewood St, Philadelphia, PA 19139",394,Chinese Restaurant
607,"63rd St Station, MFL",Uptown Grill,39.96093682718745,-75.24115281819579,"44 S 60th St, Philadelphia, PA 19139",403,American Restaurant
616,ParkWest Town Center,Cafe Breezes,39.97998109106129,-75.2229091366847,"5131 W Columbia Ave, Philadelphia, PA 19131",197,Bar
624,Broad & Diamond,Peking Garden,39.98643032572356,-75.15572487541299,"2205 N Broad St, Philadelphia, PA 19132",186,Chinese Restaurant
626,Broad & Diamond,Saxbys Coffee,39.98161777609731,-75.15605803308691,"1902 Liacouras Walk (Temple University), Philadelphia, PA 19122",370,Coffee Shop
628,Broad & Diamond,Tai's Vietnamese Food,39.98193759610899,-75.15285691712718,"1835 N 12th St, Philadelphia, PA 19122",464,Vietnamese Restaurant
630,13th & Spruce,Vetri Cucina,39.94676083993761,-75.16318323370909,"1312 Spruce St, Philadelphia, PA 19107",52,Italian Restaurant
631,13th & Spruce,Monster Vegan,39.946826224006855,-75.16214514790943,"1229 Spruce St, Philadelphia, PA 19107",51,Vegan and Vegetarian Restaurant
632,13th & Spruce,Mercato,39.94660790625103,-75.16187864339636,"1216 Spruce St (at 12th St), Philadelphia, PA 19107",64,Italian Restaurant
633,13th & Spruce,Writer's Block Rehab,39.946353,-75.163647,"1342 Cypress St (btwn S 13th & Juniper St), Philadelphia, PA 19107",89,Cocktail Bar
636,13th & Spruce,Tavern On Camac,39.94729492117529,-75.1616352765001,"243 S Camac St (btwn Locust & Spruce St), Philadelphia, PA 19107",118,Gay Bar
637,13th & Spruce,Tria Cafe Wash West,39.9466238,-75.1609139,"1137 Spruce St (at S 12th St), Philadelphia, PA 19107",146,Wine Bar
638,13th & Spruce,Bud & Marilyn's,39.947792141419676,-75.16225657280376,"1234 Locust St (at S 13th St), Philadelphia, PA 19107",141,Comfort Food Restaurant
639,13th & Spruce,Little Nonna's,39.94796392396066,-75.16198817025744,"1234 Locust St, Philadelphia, PA 19107",166,Italian Restaurant
641,Ridge & Ferry,LeBus East Falls,40.00886168466631,-75.1936636134526,"4201 Ridge Ave (Indian Queen Lane), Philadelphia, PA 19129",193,New American Restaurant
642,Ridge & Ferry,Fiorino,40.00973593094976,-75.1903618284967,"3572 Indian Queen Ln, Philadelphia, PA 19129",261,Italian Restaurant
648,Ridge & Ferry,Shan Chuan,40.009165706661726,-75.19411377568966,"4211 Ridge Ave (Midvale Ave.), Philadelphia, PA 19129",245,Chinese Restaurant
651,The Children's Hospital of Philadelphia (CHOP),Starbucks,39.94762356379797,-75.19339072883606,"3400 Civic Center Blvd, Philadelphia, PA 19104",63,Coffee Shop
656,The Children's Hospital of Philadelphia (CHOP),Kitchen Gia,39.94812577103885,-75.19320057007454,"3400 Civic Center Blvd, Philadelphia, PA 19104",83,American Restaurant
659,The Children's Hospital of Philadelphia (CHOP),Starbucks,39.95000940507062,-75.19303650066375,"3400 Spruce St, Philadelphia, PA 19104",260,Coffee Shop
679,18th & Vine,Doma Japanese Restaurant,39.96052071525839,-75.16919632546524,"1822 Callowhill St, Philadelphia, PA 19130",257,Sushi Restaurant
680,21st & Catharine,Ultimo Coffee,39.94252536801373,-75.17905780552434,"2149 Catharine St (22nd St), Philadelphia, PA 19146",140,Coffee Shop
681,21st & Catharine,The Sidecar Bar & Grille,39.94172583254961,-75.17939674133275,"2201 Christian St (at 22nd St), Philadelphia, PA 19146",171,Bar
683,21st & Catharine,Los Camaradas,39.94081601901921,-75.17973144125848,"918 S 22nd St (at Carpenter St), Philadelphia, PA 19146",245,Mexican Restaurant
690,18th & Chestnut,Sweetgreen,39.9518677,-75.1711748,"1821 Chestnut St, Philadelphia, PA 19103",48,Salad Restaurant
692,18th & Chestnut,The Dandelion,39.951038522168545,-75.17068929970264,"124 S 18th St (at Sansom St), Philadelphia, PA 19103",78,English Restaurant
693,18th & Chestnut,Tria Cafe Rittenhouse,39.9509483,-75.1704197,"123 S 18th St (Rittenhouse Sq.), Philadelphia, PA 19103",89,Wine Bar
694,18th & Chestnut,Gran Caffe L'Aquila,39.951727725547904,-75.16939016959759,"1716 Chestnut St, Philadelphia, PA 19103",105,Italian Restaurant
695,18th & Chestnut,The Love,39.95077944503111,-75.17090857028961,"130 S 18th St (Sansom), Philadelphia, PA 19103",109,New American Restaurant
696,18th & Chestnut,HipCityVeg,39.950802,-75.170486,"127 S 18th St (at Sansom St), Philadelphia, PA 19103",104,Vegan and Vegetarian Restaurant
697,18th & Chestnut,K'Far,39.951446,-75.172111,"110 S 19th St, Philadelphia, PA 19103",130,Café
698,18th & Chestnut,Devil's Alley,39.95205289437517,-75.17216600971092,"1907 Chestnut St (at 19th St.), Philadelphia, PA 19103",135,Bar
699,18th & Chestnut,Konditori,39.95183800869956,-75.1687583423349,"40 S 17th St, Philadelphia, PA 19103",159,Coffee Shop
706,30th & Oakford,Roscoe's Seafood,39.93794241377423,-75.19631247618551,"3127 Wharton St, Philadelphia, PA 19146",279,Seafood Restaurant
710,2nd & Race,United By Blue Coffeehouse and Clothier,39.953862,-75.143,"144 N 2nd St (at Race St), Philadelphia, PA 19106",31,Coffee Shop
711,2nd & Race,Race Street Cafe,39.95382321606454,-75.14332550924263,"208 Race St, Philadelphia, PA 19106",59,Bar
713,2nd & Race,Tuna Bar,39.95400750703029,-75.14320998562664,"205 Race St, Philadelphia, PA 19106",53,Sushi Restaurant
719,2nd & Race,Cafe Ole,39.953501708943776,-75.14485180486929,"147 N 3rd St (at Quarry St.), Philadelphia, PA 19106",192,Coffee Shop
720,Darien & Catharine,Fiorella,39.938875,-75.156935,"817 Christian St, Philadelphia, PA 19147",56,Italian Restaurant
721,Darien & Catharine,Anthony's Italian Coffee House,39.938737444066525,-75.15778988599777,"903 S 9th St (Christian), Philadelphia, PA 19147",86,Coffee Shop
723,Darien & Catharine,Superior Pasta Company,39.93912285644683,-75.15799930824566,"905 Christian St (9th), Philadelphia, PA 19147",75,Italian Restaurant
724,Darien & Catharine,12 Steps Down,39.93896303098274,-75.15776100761168,"831 Christian St (at 9th St), Philadelphia, PA 19147",66,Bar
725,Darien & Catharine,Ralph's Italian Restaurant,39.94002541570715,-75.15766130722334,"760 S 9th St (btwn Fitzwater & Catherine Sts), Philadelphia, PA 19147",86,Italian Restaurant
728,Darien & Catharine,Cafe Cuong,39.93882210357747,-75.15604566971898,"811 S 8th St (Christian Street), Philadelphia, PA 19147",111,Vietnamese Restaurant
739,33rd & Dauphin,My Bed,39.99158630645454,-75.18255781733248,"At Home, Philadelphia, PA 19132",325,Bar
750,Moyamensing & Ritner,Los Gallos,39.92111046000221,-75.163377763525,"951 Wolf St (at 10th St), Philadelphia, PA 19148",165,Mexican Restaurant
753,Moyamensing & Ritner,Frida Cantina,39.920894557790696,-75.16366991281772,"1000 Wolf St, Philadelphia, PA 19148",135,Mexican Restaurant
755,Moyamensing & Ritner,SouthHouse,39.91803133431034,-75.1687293334536,"2535 S 13th St (Shunk), Philadelphia, PA 19148",438,Bar
759,Moyamensing & Ritner,Matteo's,39.91998000700984,-75.16666246370401,"1138 W Ritner St (12th and Ritner Sts), Philadelphia, PA 19148",221,Italian Restaurant
760,9th & Race,Rays Cafe & Tea House Inc.,39.954662224486576,-75.1544034783728,"141 N 9th St, Philadelphia, PA 19107",21,Asian Restaurant
761,9th & Race,Terakawa Ramen,39.955403963762315,-75.15440488682123,"204 N 9th St (btwn Race & Spring St), Philadelphia, PA 19107",63,Ramen Restaurant
763,9th & Race,Spice C Hand Drawn Noodle House,39.95439581127642,-75.15605049337238,"131 N 10th St, Philadelphia, PA 19107",141,Chinese Restaurant
764,9th & Race,Ting Wong,39.95474572169273,-75.15603030152103,"138 N 10th St (at Arch St), Philadelphia, PA 19107",131,Chinese Restaurant
765,9th & Race,EMei Restaurant,39.953607844040114,-75.15543428390275,"915 Arch St, Philadelphia, PA 19107",158,Chinese Restaurant
767,9th & Race,Chubby Cattle,39.95491132710946,-75.1561680401664,"146 N 10th St, Philadelphia, PA 19107",143,Chinese Restaurant
768,9th & Race,Bubblefish,39.95345457284423,-75.15515705141259,"909 Arch St, Philadelphia, PA 19107",164,Sushi Restaurant
769,9th & Race,Sang Kee Peking Duck House,39.95644347292135,-75.15402667490855,"238 N 9th St, Philadelphia, PA 19107",182,Chinese Restaurant
770,York & Trenton,Atlantis: The Lost Bar,39.98234047431338,-75.12686182383922,"2442 Frankford Ave, Philadelphia, PA 19125",120,Bar
774,York & Trenton,St. Oner’s,39.979849414239425,-75.12863018452495,"2213 Frankford Ave, Philadelphia, PA 19125",196,Bar
775,York & Trenton,The Monkey Club,39.98237837638985,-75.12823057378588,"2101 E York St (Amber), Philadelphia, PA 19125",141,Dive Bar
782,York & Aramingo,Starbucks,39.97488902894964,-75.12108966275576,"2433 Aramingo Ave, Philadelphia, PA 19125",105,Coffee Shop
785,York & Aramingo,Coffee House Too,39.97683008925086,-75.12368091340477,"2514 E York St # 3647 (at Belgrade St), Philadelphia, PA 19125",215,Café
791,5th & Wolf,Terryin,39.921944217478746,-75.15282186830889,"358 Snyder Ave, Philadelphia, PA 19148",359,Chinese Restaurant
792,5th & Wolf,The Wild Burrito,39.92281027634022,-75.1525331999143,"2015 E Moyamensing Ave, Philadelphia, PA 19148",441,Burrito Restaurant
794,5th & Wolf,I Heart Cambodia Restaurant,39.921417033474114,-75.15849709569801,"2207 S 7th St, Philadelphia, PA 19148",251,Cambodian Restaurant
795,5th & Wolf,Heng Seng Restaurant,39.92103980445385,-75.1583936224857,"2217 S 7th St, Philadelphia, PA 19148",219,Asian Restaurant
800,12th & Carpenter,Pho 75,39.9372143987388,-75.16278704877544,"1122 Washington Ave (btwn 11th St & 12th St), Philadelphia, PA 19147",172,Vietnamese Restaurant
801,12th & Carpenter,Sky Cafe,39.93701234513389,-75.16293716036692,"1122-38 Washington Ave, Philadelphia, PA 19147",189,Indonesian Restaurant
802,12th & Carpenter,Restaurant Taqueria El Jarocho,39.93648228480978,-75.16484109459253,"1138 S 13th St (at Ellsworth St.), Philadelphia, PA 19147",267,Mexican Restaurant
804,12th & Carpenter,Nam Phuong Restaurant,39.93651337954465,-75.1619692866496,"1100 Washington Ave (at 11th St), Philadelphia, PA 19147",272,Vietnamese Restaurant
805,12th & Carpenter,Le Viet,39.937744633855324,-75.1611508483947,"1019 S 11th St (at Washington Ave), Philadelphia, PA 19147",225,Vietnamese Restaurant
807,12th & Carpenter,Viet Huong Restaurant,39.93694005369687,-75.16187535689946,"1110 Washington Ave (at S 11th St), Philadelphia, PA 19147",236,Vietnamese Restaurant
814,Grays Ferry & Pemberton,Rival Bros Coffee,39.94653993759493,-75.18068102034958,"2400 Lombard St (at S 24th St), Philadelphia, PA 19146",253,Coffee Shop
816,Grays Ferry & Pemberton,Ultimo Coffee,39.94252536801373,-75.17905780552434,"2149 Catharine St (22nd St), Philadelphia, PA 19146",274,Coffee Shop
818,Grays Ferry & Pemberton,Cafe Lutecia,39.946495276471666,-75.1795368098496,"2301 Lombard St (at 23rd St), Philadelphia, PA 19146",284,Café
820,28th & Lehigh,Bob's House of Crabs,39.99740525357356,-75.17966706547972,"2933 W Lehigh Ave, Philadelphia, PA 19132",186,Seafood Restaurant
831,Saunders & Pearl,Jollie's West,39.96020674442674,-75.19719146840866,"3800 Lancaster Ave (at 38th St), Philadelphia, PA 19104",141,Hookah Bar
832,Saunders & Pearl,Golden Tea House,39.9605610414915,-75.20194542692583,"40th and Baring, Philadelphia, PA 19104",273,Piano Bar
833,Saunders & Pearl,Han Dynasty University City,39.95658634457237,-75.19707468846718,"3711 Market St, Philadelphia, PA 19104",405,Szechuan Restaurant
834,Saunders & Pearl,Green Line Powelton Village,39.95933659577614,-75.1949809788369,"3649 Lancaster Ave (at 37th St & Powelton Ave), Philadelphia, PA 19104",335,Coffee Shop
835,Saunders & Pearl,The Creative Café @ Replica,39.95663409397115,-75.1969176744191,"3711 Chestnut St., Philadelphia, PA 19104",405,Coffee Shop
836,Saunders & Pearl,Quality Taste Jamaican Restaurant & Jerk Hut,39.96309900792833,-75.20271181699856,"4002 Lancaster Ave, Philadelphia, PA 19104",479,Caribbean Restaurant
838,Saunders & Pearl,Corner Bakery Cafe,39.956685812190706,-75.19696402120832,"3737 Market St, Philadelphia, PA 19104",399,American Restaurant
839,Saunders & Pearl,Spring Chinese Restaurant,39.96028125745924,-75.19663716049527,"3739 Lancaster Ave, Philadelphia, PA 19104",189,Chinese Restaurant
841,"18th & Fernon, Aquinas Center",Hardena Waroeng Surabaya Restaurant,39.92837866859552,-75.17120537475252,"1754 S Hicks St (At Moore St), Philadelphia, PA 19145",405,Indonesian Restaurant
842,"18th & Fernon, Aquinas Center",Miss Rachel's Pantry,39.92665967355938,-75.17379407195511,"1938 S Chadwick St, Philadelphia, PA 19145",469,Vegan and Vegetarian Restaurant
845,"18th & Fernon, Aquinas Center",Ultimo Coffee,39.926975590245206,-75.17102946437927,"1900 S 15th St (at Mifflin St), Philadelphia, PA 19145",531,Coffee Shop
849,"18th & Fernon, Aquinas Center",The Dolphin Tavern,39.93059331086254,-75.16821515026264,"1539 S Broad St, Philadelphia, PA 19147",556,Dive Bar
852,17th & Spring Garden,Kelliann's Bar & Grill,39.963014,-75.164509,"1549 Spring Garden St, Philadelphia, PA 19130",132,Dive Bar
854,17th & Spring Garden,Kansai,39.96302710496029,-75.16928733955586,"1822 Spring Garden St (18th), Philadelphia, PA 19130",275,Japanese Restaurant
858,17th & Spring Garden,Doma Japanese Restaurant,39.96052071525839,-75.16919632546524,"1822 Callowhill St, Philadelphia, PA 19130",375,Sushi Restaurant
867,24th & Jackson,Roc's Place,39.92341308730618,-75.18755292980087,"Philadelphia, PA",219,Bar
870,27th & Girard,2637Brew,39.97433440252006,-75.18003518604161,"2637 W Girard Ave, Philadelphia, PA 19130",28,American Restaurant
871,27th & Girard,Lucky Goat Coffee House,39.972487950274584,-75.17935730716006,"888 N 26th St (at Poplar St), Philadelphia, PA 19130",187,Coffee Shop
874,27th & Girard,Green Eggs Cafe,39.974146568249,-75.18217418068042,"2800 W Girard Ave (28’th Street), Philadelphia, PA 19130",176,Restaurant
876,27th & Girard,Lemon Tree,39.974089083514066,-75.17980319622981,"2629 W Girard Ave, Philadelphia, PA 19130",25,Caribbean Restaurant
879,27th & Girard,The Monkey & The Elephant,39.974650944424695,-75.18298099951868,"2831 W Girard Ave (28th St), Philadelphia, PA 19130",253,Café
880,48th & Baltimore,Vientiane Café,39.948471433551205,-75.21794011499348,"4728 Baltimore Ave (at S 47th St), Philadelphia, PA 19143",11,Asian Restaurant
881,48th & Baltimore,Vietnam Cafe,39.94808268068866,-75.21707201589001,"816 S 47th St (at Baltimore Ave), Philadelphia, PA 19143",94,Vietnamese Restaurant
883,48th & Baltimore,Dahlak,39.948476050383285,-75.21731411136051,"4708 Baltimore Ave (at S 47th St), Philadelphia, PA 19143",64,Ethiopian Restaurant
886,48th & Baltimore,Loco Pez,39.94887109758731,-75.21684101326935,"4631 Baltimore Ave (47th and Baltimore), Philadelphia, PA 19143",114,Mexican Restaurant
888,48th & Baltimore,Aksum,39.94882,-75.216401,"4630 Baltimore Ave, Philadelphia, PA 19143",148,Middle Eastern Restaurant
890,48th & Spruce,48th Street Grille,39.95313781948139,-75.21853754632862,"310 S 48th St, Philadelphia, PA 19143",70,Caribbean Restaurant
891,48th & Spruce,ReAnimator Coffee,39.95256312485849,-75.21678003135392,"4705 Pine St (47th and Pine), Philadelphia, PA 19143",180,Coffee Shop
893,48th & Spruce,J & P Seafood,39.95344152039614,-75.21898734361108,"4820 Spruce St, Philadelphia, PA 19139",70,Seafood Restaurant
894,48th & Spruce,Great Taste,39.95370564642603,-75.21935733686071,"4843 Spruce St (At Hanson St), Philadelphia, PA 19139",94,Chinese Restaurant
897,48th & Spruce,Saad's Halal Restaurant,39.954964,-75.21185,"4500 Walnut St (at 45th St), Philadelphia, PA 19139",562,Middle Eastern Restaurant
898,48th & Spruce,Aksum,39.94882,-75.216401,"4630 Baltimore Ave, Philadelphia, PA 19143",567,Middle Eastern Restaurant
902,17th & Pine,Midnight Iris,39.94522275798762,-75.17064162388888,"1708 Lombard St (17th St), Philadelphia, PA 19146",142,American Restaurant
903,17th & Pine,SouthGate,39.945551,-75.171765,"1801 Lombard St (at 18th St), Philadelphia, PA 19146",188,Korean Restaurant
906,17th & Pine,Miles Table,39.9441109645887,-75.16946233597885,"1620 South St (btwn 16th St & 17th St), Philadelphia, PA 19146",248,Café
908,17th & Pine,Kei Sushi Restaurant,39.944421063946265,-75.1706332846826,"1711 South St, Philadelphia, PA 19146",223,Sushi Restaurant
909,17th & Pine,Via Locusta,39.9489379,-75.1702705,"1723 Locust St, Philadelphia, PA 19103",292,Italian Restaurant
914,11th & South,Chapterhouse Cafe & Gallery,39.94182815564492,-75.1573325427228,"620 S 9th St (at Bainbridge St.), Philadelphia, PA 19147",226,Coffee Shop
915,11th & South,Good Karma Cafe,39.94467167210889,-75.15797234416873,"928 Pine St (at 10th St), Philadelphia, PA 19107",233,Café
916,11th & South,Jiggy Coffee,39.944622,-75.158345,"1000 Pine St (10th St), Philadelphia, PA 19107",212,Coffee Shop
921,"52nd & Larchwood, Malcolm X Park",Brown Sugar Bakery & Cafe,39.956472693718695,-75.22550884791522,"219 S 52nd St (at Chancellor St.), Philadelphia, PA 19139",474,Caribbean Restaurant
922,"52nd & Larchwood, Malcolm X Park",Cottons Place,39.95428173402261,-75.2263958751526,"310 S 52nd St, Philadelphia, PA 19143",225,Restaurant
923,"52nd & Larchwood, Malcolm X Park",Booker's Restaurant & Bar,39.947997946731576,-75.22430911859367,"5021 Baltimore Ave (51st St.), Philadelphia, PA 19143",504,Southern Food Restaurant
926,"52nd & Larchwood, Malcolm X Park",Satellite Cafe,39.94783793467308,-75.22271117503848,"701 S 50th St (49th Street), Philadelphia, PA 19143",580,Café
928,"52nd & Larchwood, Malcolm X Park",Hibiscus Cafe,39.948471215129544,-75.22171697401616,"4907 Catharine St (at Baltimore Ave), Philadelphia, PA 19143",577,Juice Bar
929,"52nd & Larchwood, Malcolm X Park",48th Street Grille,39.95313781948139,-75.21853754632862,"310 S 48th St, Philadelphia, PA 19143",674,Caribbean Restaurant
930,12th & Walnut,Rice & Mix,39.9489910436543,-75.16071199575383,"1207 Walnut St (at 12th St), Philadelphia, PA 19107",8,Korean Restaurant
931,12th & Walnut,Masala Kitchen : Kati Rolls & Platters,39.94899037353924,-75.16101962283194,"1211 Walnut St (12th Street), Philadelphia, PA 19107",17,Indian Restaurant
932,12th & Walnut,Caribou Cafe,39.94886601581022,-75.16033093532877,"1126 Walnut St, Philadelphia, PA 19107",43,French Restaurant
933,12th & Walnut,Xiandu Thai Fusion Cuisine,39.94889301751464,-75.16001107882347,"1119 Walnut St (at 11th St), Philadelphia, PA 19107",69,Thai Restaurant
937,12th & Walnut,Bike Stop,39.948385489198266,-75.16027500167795,"206 S Quince St (btwn Walnut & Locust St), Philadelphia, PA 19107",82,Gay Bar
938,12th & Walnut,Charlie was a sinner.,39.949493,-75.16179,"131 S 13th St, Philadelphia, PA 19107",99,Vegan and Vegetarian Restaurant
939,12th & Walnut,Aki Nom Nom Sushi & Ramen,39.948983803224856,-75.16116292177637,"1210 Walnut St, Philadelphia, PA 19107",30,Sushi Restaurant
944,30th & Reed,Roscoe's Seafood,39.93794241377423,-75.19631247618551,"3127 Wharton St, Philadelphia, PA 19146",238,Seafood Restaurant
946,30th & Reed,Korea Taqueria,39.934205927262866,-75.19615718950621,"3101 Tasker St (S 31st St), Philadelphia, PA 19145",276,Korean Restaurant
963,Foglietta Plaza,Liberty Point,39.945906,-75.140135,"211 S Columbus Blvd, Philadelphia, PA 19106",220,American Restaurant
964,Foglietta Plaza,The Olde Bar,39.946785,-75.14383,"125 Walnut St (at 2nd St), Philadelphia, PA 19106",219,Cocktail Bar
965,Foglietta Plaza,Zahav,39.946336958922934,-75.14506448469714,"237 Saint James Pl (at Dock St), Philadelphia, PA 19106",258,Israeli Restaurant
968,Foglietta Plaza,Positano Coast by Aldo Lamberti,39.946803446288506,-75.14494694530335,"212 Walnut St Fl 2 (2nd St), Philadelphia, PA 19106",282,Italian Restaurant
979,22nd & Sedgley,Warfields,39.99628984736007,-75.17094413758579,"Philadelphia, PA",437,Coffee Shop
984,9th & Spring Garden,W/N W/N,39.96183341166432,-75.15411471109576,"931 Spring Garden St, Philadelphia, PA 19123",151,Café
991,6th & Girard,Tiffin,39.970424014721544,-75.14873063681557,"710 W Girard Ave (Btwn N 7th & N Marshall St), Philadelphia, PA 19123",179,Indian Restaurant
992,6th & Girard,Taco Riendo,39.971460413774864,-75.14467287666268,"1301 N 5th St (at Thompson St.), Philadelphia, PA 19122",225,Taco Restaurant
993,6th & Girard,Reggae Reggae Vibes,39.97054979007049,-75.14559342821238,"517 W Girard Ave, Philadelphia, PA 19123",102,Caribbean Restaurant
994,6th & Girard,Helm,39.971552051326896,-75.14453863761928,"1303 N 5th St (at W Thompson St), Philadelphia, PA 19122",240,New American Restaurant
1001,4th & Washington,Taco Loco,39.933714627939445,-75.15112104387676,"400 Washington Ave, Philadelphia, PA 19147",36,Taco Restaurant
1002,4th & Washington,Pho Ha,39.93452898735517,-75.15406084783416,"610 Washington Ave Unit 2 (at 6th St), Philadelphia, PA 19147",272,Vietnamese Restaurant
1003,4th & Washington,Herman's Coffee,39.9313524000752,-75.14967517493986,"1313 S 3rd St, Philadelphia, PA 19147",314,Coffee Shop
1004,4th & Washington,Ba Le Bakery,39.93513415417073,-75.15434171861877,"606 Washington Ave (at 6th St), Philadelphia, PA 19147",315,Vietnamese Restaurant
1008,4th & Washington,Tamalex Restaurant,39.934028604511255,-75.15556832093695,"1163 S 7th St (Federal St), Philadelphia, PA 19147",394,Latin American Restaurant
1009,4th & Washington,Shot Tower Coffee,39.93772458280365,-75.15323623233851,"542 Christian St (at 6th St), Philadelphia, PA 19147",456,Coffee Shop
1010,12th & Passyunk,Barcelona Wine Bar,39.9281464781688,-75.1652573411045,"1709 E Passyunk Ave, Philadelphia, PA 19148",9,Tapas Restaurant
1012,12th & Passyunk,Cantina Los Caballitos,39.9289,-75.164463,"1651 E Passyunk Ave (at Morris St), Philadelphia, PA 19148",102,Mexican Restaurant
1014,12th & Passyunk,Stogie Joe's Tavern,39.927624266581205,-75.1660954139815,"1801 E Passyunk Ave, Philadelphia, PA 19148",98,Karaoke Bar
1019,12th & Passyunk,Laurel,39.929557755155635,-75.16378392692621,"1617 E Passyunk Ave, Philadelphia, PA 19148",195,French Restaurant
1020,"40th & Baltimore, Trolley Portal",Renata's Kitchen,39.949588775634766,-75.20314025878906,"3940 Baltimore Ave (40th St), Philadelphia, PA 19104",44,Mediterranean Restaurant
1022,"40th & Baltimore, Trolley Portal",Copabanana,39.9516077742134,-75.20315443407293,"4000 Spruce St (at 40th St), Philadelphia, PA 19104",188,Mexican Restaurant
1028,"40th & Baltimore, Trolley Portal",HipCityVeg,39.95354777130988,-75.2026360924769,"214 S 40th St, Philadelphia, PA 19104",402,Vegan and Vegetarian Restaurant
1031,18th & Christian,Miles Table,39.9441109645887,-75.16946233597885,"1620 South St (btwn 16th St & 17th St), Philadelphia, PA 19146",441,Café
1033,18th & Christian,Kei Sushi Restaurant,39.944421063946265,-75.1706332846826,"1711 South St, Philadelphia, PA 19146",429,Sushi Restaurant
1036,18th & Christian,Indian Restaurant,39.94403,-75.16995,"1634 South St, Philadelphia, PA 19146",412,North Indian Restaurant
1037,18th & Christian,Tio Flores,39.94403282305938,-75.16889841583622,"1600 South St (S 16th St), Philadelphia, PA 19146",462,Mexican Restaurant
1038,18th & Christian,Bistro Southeast,39.944336898163556,-75.17286356949793,"1824 South St, Philadelphia, PA 19146",399,Asian Restaurant
1039,18th & Christian,Jet Wine Bar,39.94405195242865,-75.16801364114593,"1525 South St (btwn 15th & 16th Sts), Philadelphia, PA 19146",514,Wine Bar
1042,15th & Kitty Hawk,Jharoka,39.88817075783327,-75.17810682132053,"5000 S Broad St, Philadelphia, PA 19112",226,Coffee Shop
1051,Pencoyd Bridge,The Landing Kitchen,40.01651447445353,-75.21439254283905,"617 Righters Ferry Rd, Bala Cynwyd, PA 19004",170,Café
1052,Pencoyd Bridge,Lark,40.01652269123019,-75.21437108516693,"615 Righters Ferry Rd, Bala Cynwyd, PA 19004",168,Mediterranean Restaurant
1068,33rd & Reservoir,iMunch Cafe,39.97585990634777,-75.18637151525799,"1233 N 31st St, Philadelphia, PA 19121",712,Café
1069,33rd & Reservoir,Fairmount Drum Circle,39.976897484358204,-75.19107072592767,"Philadelphia, PA",606,Bar
1070,"8th & Mifflin, Bok Building",Bok Bar,39.92519804986581,-75.16001330182775,"1901 S 9th St (btwn Mifflin & Dudley Sts), Philadelphia, PA 19148",49,Rooftop Bar
1071,"8th & Mifflin, Bok Building",Irwin’s,39.925020407353884,-75.16014931440068,"800 Mifflin St (at Dudley St), Philadelphia, PA 19148",70,Italian Restaurant
