,station_name,poi_name,latitude,longitude,address,distance_m,category
410,50th & Haverford,Cozy Bar,39.9640677558295,-75.22221661683355,"5100 Haverford Ave, Philadelphia, PA 19139",147,Bar
411,50th & Haverford,Top Taste,39.96118545959108,-75.22486763865805,"40 N 52nd St, Philadelphia, PA 19139",490,Caribbean Restaurant
412,50th & Haverford,51st & Brown Food Market,39.96539990386857,-75.2223464023595,"5100 Brown Street, Pennsylvania",218,Deli
413,50th & Haverford,The Family MC,39.96434855972675,-75.22326724808406,"5140 Haverford Ave (52 nd st), Philadelphia, PA 19139",239,Bar
414,50th & Haverford,CVS Pharmacy,39.95960736767993,-75.21857134711288,"4849 Market St, Philadelphia, PA 19139",519,Pharmacy
415,50th & Haverford,Petes Pizza,39.964580918496914,-75.22418569179348,"5158 Haverford Ave, Philadelphia, PA 19139",321,Pizzeria
416,50th & Haverford,Streets of West Philadelphia,39.967287137324924,-75.224749233167,"Philadelphia, PA 19131",511,Art Gallery
417,50th & Haverford,Mill Creek Playground,39.96536386905106,-75.21627894244936,"48th St and Aspen St, Philadelphia, PA 19139",386,Park
418,50th & Haverford,52nd St Station Diner,39.959536576210695,-75.22463112225401,"9 S 52nd St (market st.), Philadelphia, PA 19139",613,Breakfast Spot
419,50th & Haverford,40th Market Street.,39.962363136065505,-75.21642797264262,"Philadelphia, PA 19139",392,Unknown
420,"Broad & Pattison, BSL",Veterans Stadium,39.90666686434669,-75.17105251142229,"Pattison Ave (btwn Broad & 11th St), Philadelphia, PA 19148",295,Historic and Protected Site
421,"Broad & Pattison, BSL",Xfinity Live! Philadelphia,39.90431369464889,-75.16931729492173,"1100 Pattison Ave (at 11th St), Philadelphia, PA 19148",350,Sports Bar
422,"Broad & Pattison, BSL",Victory Beer Hall,39.90431570844593,-75.16971426252118,"1100 Pattison Ave (at XFINITY Live! Philadelphia), Philadelphia, PA 19148",317,Beer Bar
423,"Broad & Pattison, BSL",Philadelphia Sports Complex,39.90312753126811,-75.16889423131943,"3300 S 7th St (at Zinkoff Blvd), Philadelphia, PA 19148",422,Sports and Recreation
424,"Broad & Pattison, BSL",Wells Fargo Center,39.901122,-75.171872,"3601 S Broad St (at Pattison Ave), Philadelphia, PA 19148",419,Hockey Stadium
425,"Broad & Pattison, BSL",Broad Street Bullies Pub,39.90447125128759,-75.16925565965765,"1100 Pattison Ave (at XFINITY Live! Philadelphia), Philadelphia, PA 19148",354,Sports Bar
426,"Broad & Pattison, BSL",New Era Phillies Team Store,39.905682421080094,-75.1680708060735,"1 Citizens Bank Way, Philadelphia, PA 19148",466,Souvenir Store
427,"Broad & Pattison, BSL",PBR Bar & Grill,39.904137232411436,-75.16949083062157,"1100 Pattison Ave (at 11th St), Philadelphia, PA 19148",339,Bar
428,"Broad & Pattison, BSL",Chickie's & Pete's,39.90431510051693,-75.16936107141642,"1100 Pattison Ave (at XFINITY Live! Philadelphia), Philadelphia, PA 19148",347,Snack Place
429,"Broad & Pattison, BSL",CVS pharmacy,39.90908158687486,-75.17377526038064,"3300 S Broad St, Philadelphia, PA 19145",486,Pharmacy
430,19th & Market,Banana Republic Factory Store,39.952215226494985,-75.17237943364512,"1911 Chestnut St (19 & Chestnut), Philadelphia, PA 19103",153,Clothing Store
431,19th & Market,Condesa,39.952526,-75.17139,"1830 Ludlow St, Philadelphia, PA 19103",122,Mexican Restaurant
432,19th & Market,Nook Bakery and Coffee Bar,39.952710137703455,-75.17336647496718,"15 S 20th St (btwn Market & Chestnut St), Philadelphia, PA 19103",154,Bakery
433,19th & Market,Devil's Alley,39.95205289437517,-75.17216600971092,"1907 Chestnut St (at 19th St.), Philadelphia, PA 19103",167,Bar
434,19th & Market,Commonwealth Proper,39.95213443964467,-75.17168624425335,"1839 Chestnut St ((Entrance on 19th)), Philadelphia, PA 19103",158,Men's Store
435,19th & Market,Ranstead Room,39.95261563568026,-75.17365798204922,"2013 Ranstead St (btwn Chestnut & Market St), Philadelphia, PA 19103",180,Speakeasy
436,19th & Market,Jeni's Splendid Ice Creams,39.952121490096005,-75.1720294212054,"1901 Chestnut St (S 19th St), Philadelphia, PA 19103",159,Ice Cream Parlor
437,19th & Market,Sweetgreen,39.9518677,-75.1711748,"1821 Chestnut St, Philadelphia, PA 19103",197,Salad Restaurant
438,19th & Market,El Techo,39.952434,-75.171385,"1830 Ludlow St, Philadelphia, PA 19103",132,Mexican Restaurant
439,19th & Market,K'Far,39.951446,-75.172111,"110 S 19th St, Philadelphia, PA 19103",234,Café
440,Wynnefield Station,Produce Junction,39.99276268333333,-75.226513,"2301 Bryn Mawr Ave, Philadelphia, PA 19131",172,Grocery Store
441,Wynnefield Station,premier urgent care,39.99173660773305,-75.22608542464316,"2231 Bryn Mawr Ave, Philadelphia, PA 19131",72,Urgent Care Center
442,Wynnefield Station,Bryn Mawr Avenue New Testament Church of God,39.99082440313083,-75.2261550366945,"2227 Bryn Mawr Ave, Pennsylvania",108,Spiritual Center
443,Wynnefield Station,Kearsley Rehabilitation and Nursing Center,39.99366591927395,-75.22319841187975,"2100 N 49th St, Philadelphia, PA 19131",296,Medical Center
444,Wynnefield Station,Settlment Music School,39.99039953677794,-75.22186656404347,,316,Education
445,Wynnefield Station,Woodward Properties,39.9884055001637,-75.22505045560122,"Philadelphia, PA 19131",347,Structure
446,Wynnefield Station,Skyline Stage,39.98521602085581,-75.22253023580619,"5201 Parkside Ave, Philadelphia, PA 19131",739,Music Venue
447,Wynnefield Station,Robola Pizza,39.988523899356764,-75.22755428481183,"1999 N 52nd St (Lebanon), Philadelphia, PA 19131",386,Pizzeria
448,Wynnefield Station,Fairway Plaza,39.99515237338528,-75.22630824977831,"Philadelphia, PA 19131",411,Structure
449,Wynnefield Station,Greater Community Bible Tabernacle,39.991352572710795,-75.2305364318195,"5220 Wynnfield ave (53rd st.), Bala Cynwyd, PA 19131",447,Church
450,19th & Lombard,Pub & Kitchen,39.94564,-75.17475,"1946 Lombard St (at 20th St), Philadelphia, PA 19146",108,Gastropub
451,19th & Lombard,SouthGate,39.945551,-75.171765,"1801 Lombard St (at 18th St), Philadelphia, PA 19146",146,Korean Restaurant
452,19th & Lombard,Loop,39.94460834999048,-75.17417078539604,"1914 South St (S 19th St), Philadelphia, PA 19146",125,Arts and Crafts Store
453,19th & Lombard,Penn Medicine at Rittenhouse,39.9448894,-75.1725197,"1800 Lombard St, Philadelphia, PA 19146",114,Medical Center
454,19th & Lombard,Rittenhouse Hardware,39.946806039328685,-75.17473776510316,"2001 Pine St #2 (at 20th St.), Philadelphia, PA 19103",170,Hardware Store
455,19th & Lombard,Palm Tree Gourmet,39.946615792279445,-75.17481542910171,"1940 Pine St (20th), Philadelphia, PA 19103",159,Convenience Store
456,19th & Lombard,Bistro Southeast,39.944336898163556,-75.17286356949793,"1824 South St, Philadelphia, PA 19146",150,Asian Restaurant
457,19th & Lombard,Rosenbach Museum & Library,39.94740780732953,-75.17502174706513,"2008-2010 Delancey St, Philadelphia, PA 19103",239,Museum
458,19th & Lombard,Lazaro's Pizzeria and Grill,39.94439568741945,-75.17180146256484,"1743 South St (at 17th St), Philadelphia, PA 19146",196,Pizzeria
459,19th & Lombard,Midnight Iris,39.94522275798762,-75.17064162388888,"1708 Lombard St (17th St), Philadelphia, PA 19146",245,American Restaurant
460,43rd & Powelton,Kilimandjaro,39.95676607480428,-75.2089249938346,"4301 Chestnut St (btwn S 44th & S 43rd St), Philadelphia, PA 19104",215,African Restaurant
461,43rd & Powelton,Subway,39.95831792691286,-75.20824035448237,"4301 Market St (43rd), Philadelphia, PA 19104",33,Sandwich Spot
462,43rd & Powelton,Kaffa Crossing,39.95686570269632,-75.21052270723752,"4421 Chestnut St, Philadelphia, PA 19104",282,Ethiopian Restaurant
463,43rd & Powelton,Dana Mandi,39.95646609535505,-75.2069702533103,"4211 Chestnut St, Philadelphia, PA 19104",255,Indian Restaurant
464,43rd & Powelton,Dunkin',39.95817181372731,-75.20826537806357,"4301 Market St (43rd St), Philadelphia, PA 19104",49,Donut Shop
465,43rd & Powelton,Philly Cuts,39.95677860543961,-75.21000097485984,"4409 Chestnut St, Philadelphia, PA 19104",259,Cosmetics Store
466,43rd & Powelton,Cleopatra Cafe,39.956282079805895,-75.20618421700539,"4145 Chestnut St (at 42nd St), Philadelphia, PA 19104",304,Hookah Bar
467,43rd & Powelton,Grocery Outlet,39.956587,-75.208663,"4301 Chestnut St (43rd St), Philadelphia, PA 19104",228,Grocery Store
468,43rd & Powelton,Fine Wine & Good Spirits,39.956772604355756,-75.20875339045425,"4301 Chestnut St (at 43rd Street), Philadelphia, PA 19104",210,Wine Store
469,43rd & Powelton,Manakeesh Cafe Bakery,39.95497719999999,-75.2115092,"4420 Walnut St, Philadelphia, PA 19104",496,Bakery
470,17th & Girard,Libertee Grounds,39.971599334023246,-75.16321131961746,"1600 W Girard Ave, Philadelphia, PA 19130",58,Beer Bar
471,17th & Girard,The Met Philadelphia,39.96975368448874,-75.16028599490026,"858 N Broad St (at Poplar St), Philadelphia, PA 19130",376,Performing Arts Venue
472,17th & Girard,Vineyards Cafe,39.96984341458582,-75.1629700916429,"847 N 16th St, Philadelphia, PA 19130",251,Coffee Shop
473,17th & Girard,Kayuh Bicycles,39.97233990662719,-75.16768957952239,"1900 W Girard Ave (at West Girard Ave.), Philadelphia, PA 19130",357,Bicycle Store
474,17th & Girard,Lorraine,39.96799374905181,-75.16237877250926,"1502 Brown St, Philadelphia, PA 19130",463,Bar
475,17th & Girard,Dunkin',39.96938329974525,-75.15945460183502,"839 N Broad St, Philadelphia, PA 19123",456,Donut Shop
476,17th & Girard,Cameron's Seafood,39.9706452560659,-75.16013916420667,"1600 Fairmount Ave (16th & Fairmount), Philadelphia, PA 19130",327,Seafood Restaurant
477,17th & Girard,Freedom Theatre,39.973995409650804,-75.15923446414462,"1346 N Broad St, Philadelphia, PA 19121",422,Theater
478,17th & Girard,Bar Hygge,39.967209962638705,-75.16629990796356,"1720 Fairmount Ave (at 18th St), Philadelphia, PA 19130",590,Gastropub
479,17th & Girard,Cam And Carl,39.970839306623354,-75.1606677565211,"Philadelphia, PA 19130",278,Lounge
480,Health Sciences Drive,The Buerger Center for Advanced Pediatric Care,39.947120249984394,-75.19398136547575,"3500 Civic Center Blvd, Philadelphia, PA 19104",202,Medical Center
481,Health Sciences Drive,Perelman Center for Advanced Medicine,39.947419,-75.192631,"3400 Civic Center Blvd, Philadelphia, PA 19104",308,Medical Center
482,Health Sciences Drive,Starbucks,39.94762356379797,-75.19339072883606,"3400 Civic Center Blvd, Philadelphia, PA 19104",277,Coffee Shop
483,Health Sciences Drive,Jimmy John's,39.94757624826055,-75.19323683197972,"3400 Civic Center Blvd, Philadelphia, PA 19104",282,Sandwich Spot
484,Health Sciences Drive,VA Medical Center,39.94778545309013,-75.19936839794629,"3900 Woodland Ave, Philadelphia, PA 19104",400,Hospital
485,Health Sciences Drive,University of Pennsylvania Museum of Archaeology and Anthropology,39.949524952822046,-75.19141837074898,"3260 South St (at 33rd St), Philadelphia, PA 19104",547,History Museum
486,Health Sciences Drive,Hemo's,39.94835778306362,-75.19659305804113,"37th & Spruce St, Philadelphia, PA 19104",306,Food Truck
487,Health Sciences Drive,Samsung Galaxy Studio at Penn,39.95087038259216,-75.19379335697383,"3417 Spruce St (at Houston Hall), Philadelphia, PA 19104",589,Mobile Phone Store
488,Health Sciences Drive,The Fresh Grocer,39.94035780371982,-75.19324411040088,"3021 Grays Ferry Ave, Philadelphia, PA 19146",627,Grocery Store
489,Health Sciences Drive,CICU Children's Hospital of Philadelphia,39.94832963905334,-75.19432525512818,"34th Street & Civic Center Blvd., Philadelphia, PA 19104",306,Hospital Unit
490,"York-Dauphin Station, MFL",Mighty Mick's Gym,39.982340781705666,-75.13210057450046,"2147 N Front St, Philadelphia, PA 19122",286,Sports and Recreation
491,"York-Dauphin Station, MFL",Philadelphia Brewing Company,39.98283960886178,-75.12732616875618,"2439 Amber St, Philadelphia, PA 19125",500,Brewery
492,"York-Dauphin Station, MFL",Rowhome Coffee,39.98300725533054,-75.13287417907075,"2152 Front St (Susquenna Ave), Philadelphia, PA 19122",212,Coffee Shop
493,"York-Dauphin Station, MFL",Atlantis: The Lost Bar,39.98234047431338,-75.12686182383922,"2442 Frankford Ave, Philadelphia, PA 19125",561,Bar
494,"York-Dauphin Station, MFL",The Monkey Club,39.98237837638985,-75.12823057378588,"2101 E York St (Amber), Philadelphia, PA 19125",462,Dive Bar
495,"York-Dauphin Station, MFL",Liberty Choice,39.97963727445223,-75.13287615771198,"1939 N Front St, Philadelphia, PA 19122",585,Convenience Store
496,"York-Dauphin Station, MFL",Five Sisters,39.979789341181025,-75.1331008967139,"Philadelphia, PA",569,Ice Cream Parlor
497,"York-Dauphin Station, MFL",Calle Del Sabor,39.98236507862657,-75.1271540765757,"Philadelphia, PA 19125",538,Food Truck
498,"York-Dauphin Station, MFL",Circle Thrift,39.9803087508665,-75.12855838802544,"2233 Frankford Ave, Philadelphia, PA 19125",613,Vintage and Thrift Store
499,"York-Dauphin Station, MFL",Three Elements,39.988380111300735,-75.13510745096474,"2501 N 2nd St (Cumberland), Philadelphia, PA 19133",443,Bar
500,16th & Chestnut,UNIQLO,39.95142598079461,-75.16763404067511,"1608 Chestnut St, Philadelphia, PA 19103",10,Clothing Store
501,16th & Chestnut,Dizengoff,39.95071550302768,-75.16836116134685,"1625 Sansom St, Philadelphia, PA 19103",96,Israeli Restaurant
502,16th & Chestnut,Harp & Crown,39.9505301,-75.1668181,"1525 Sansom St, Philadelphia, PA 19102",110,New American Restaurant
503,16th & Chestnut,Konditori,39.95183800869956,-75.1687583423349,"40 S 17th St, Philadelphia, PA 19103",114,Coffee Shop
504,16th & Chestnut,Oyster House,39.950288,-75.166666,"1516 Sansom St (btw 15th St & 16th St), Philadelphia, PA 19102",140,Seafood Restaurant
505,16th & Chestnut,Luke's Lobster,39.950642282606665,-75.16894713014693,"130 S 17th St (at Sansom St), Philadelphia, PA 19103",139,Seafood Restaurant
506,16th & Chestnut,Gran Caffe L'Aquila,39.951727725547904,-75.16939016959759,"1716 Chestnut St, Philadelphia, PA 19103",160,Italian Restaurant
507,16th & Chestnut,One Liberty Observation Deck,39.952740182213596,-75.16806838365939,"1650 Market St Ste 5700, Philadelphia, PA 19103",161,Scenic Lookout
508,16th & Chestnut,Lush,39.9497889,-75.1671137,"1525 Walnut St (15th & Walnut), Philadelphia, PA 19102",176,Cosmetics Store
509,16th & Chestnut,Ashton Cigar Bar,39.949666497851915,-75.16703586416953,"1522 Walnut St Fl 2 (btwn 15th & 16th Sts), Philadelphia, PA 19102",191,Smoke Shop
510,22nd & Federal,Dock Street Brewery South,39.93926768506404,-75.17967499630007,"2118 Washington Ave (at S 22nd St), Philadelphia, PA 19146",172,Brewery
511,22nd & Federal,Madira Bar and Grill,39.935919042089644,-75.17915905287052,"1252 S 21st St, Philadelphia, PA 19146",219,Indian Restaurant
512,22nd & Federal,Tasty Toast,39.93472629076032,-75.17959829528813,"1320 Point Breeze Ave, Philadelphia, PA 19146",338,Breakfast Spot
513,22nd & Federal,Los Camaradas,39.94081601901921,-75.17973144125848,"918 S 22nd St (at Carpenter St), Philadelphia, PA 19146",342,Mexican Restaurant
514,22nd & Federal,OCF Coffee House 2,39.93744816669761,-75.17689290886075,"2001 Federal St, Philadelphia, PA 19146",277,Coffee Shop
515,22nd & Federal,Keith Haring (Restoration) We the Youth mural,39.938569477007015,-75.17975912457507,"Philadelphia, PA 19146",96,Public Art
516,22nd & Federal,Springfield Beer Distributor,39.9394248791417,-75.18024775752608,"2206 Washington Ave, Philadelphia, PA 19146",186,Beer Store
517,22nd & Federal,Beer Town,39.93711196380289,-75.17730121234794,"1206 Point Breeze Ave, Philadelphia, PA 19146",250,Liquor Store
518,22nd & Federal,Sweet Life Bake Shop,39.93667849091555,-75.18028249381295,,119,Cupcake Shop
519,22nd & Federal,22nd Street Cafe,39.936125706582246,-75.18076282808812,"1264 S 22nd St (at Wharton St), Philadelphia, PA 19146",188,Café
520,8th & Chestnut,Morimoto,39.949607,-75.153344,"723 Chestnut St (at 7th St), Philadelphia, PA 19106",77,Japanese Restaurant
521,8th & Chestnut,Di Bruno Bros,39.94914816317275,-75.15558693716994,"834 Chestnut St (9th & Sansom Sts.), Philadelphia, PA 19107",132,Gourmet Store
522,8th & Chestnut,Lore's Chocolates,39.949754424625944,-75.15252858259257,"34 S 7th St (btw Market St &Chestnut St), Philadelphia, PA 19106",145,Chocolate Store
523,8th & Chestnut,Walnut Street Theatre,39.94855258990082,-75.15550363504042,"825 Walnut St (at S 9th St), Philadelphia, PA 19107",170,Theater
524,8th & Chestnut,Knead Bagels,39.94805050279439,-75.1536396116125,"725 Walnut St, Philadelphia, PA 19106",194,Bagel Shop
525,8th & Chestnut,Lantern Theater Company,39.950837809977145,-75.15642443923339,"923 Ludlow St, Philadelphia, PA 19107",222,Theater
526,8th & Chestnut,Talula's Garden,39.94714094280398,-75.15347877070249,"210 W Washington Sq (btwn Walnut St & Locust St), Philadelphia, PA 19106",296,New American Restaurant
527,8th & Chestnut,Sweetgreen,39.94832076167723,-75.15701806486913,"924 Walnut St (at 10th St), Philadelphia, PA 19107",284,Salad Restaurant
528,8th & Chestnut,La Colombe Coffee Roasters,39.95056267980895,-75.15075758821155,"100 S Independence Mall West (at Market St), Philadelphia, PA 19106",310,Coffee Shop
529,8th & Chestnut,Washington Square,39.94713786810694,-75.15229940414429,"210 W Washington Sq (btwn Locust & Walnut St), Philadelphia, PA 19106",333,Park
530,Pennsylvania Convention Center,Trader Joe's,39.9541911,-75.1624335,"1324 Arch St, Philadelphia, PA 19107",89,Grocery Store
531,Pennsylvania Convention Center,The Fabric Workshop,39.953868310580994,-75.16019243454018,"1214 Arch St (N 12th St), Philadelphia, PA 19107",109,Art Gallery
532,Pennsylvania Convention Center,Herbiary,39.954782,-75.16001700000001,"51 N 12th St (at Reading Terminal Market), Philadelphia, PA 19107",130,Miscellaneous Store
533,Pennsylvania Convention Center,Hatville Deli,39.95357508977597,-75.15953663946603,"1136 Arch St (at Reading Terminal Market), Philadelphia, PA 19107",173,Deli
534,Pennsylvania Convention Center,Panera Bread,39.9537036,-75.1596977,"48 N 12th St (at Arch St), Philadelphia, PA 19107",155,Sandwich Spot
535,Pennsylvania Convention Center,Beiler's Doughnuts,39.95369698377034,-75.15930697366325,"51 N 12th St (at Reading Terminal Market), Philadelphia, PA 19107",186,Donut Shop
536,Pennsylvania Convention Center,Miller's Twist,39.953704119643646,-75.15920366054512,"51 N 12th St (at Reading Terminal Market), Philadelphia, PA 19107",194,Snack Place
537,Pennsylvania Convention Center,Reading Terminal Market,39.95336749917624,-75.15933491391532,"51 N 12th St (btwn Arch & Filbert St), Philadelphia, PA 19107",199,Food Court
538,Pennsylvania Convention Center,Four Seasons Juice Bar,39.95341306070958,-75.15959480031424,"12th and Filbert, Philadelphia, PA 19107",177,Juice Bar
539,Pennsylvania Convention Center,Pennsylvania Academy of the Fine Arts,39.95546461063593,-75.16314124004906,"128 N Broad St (btwn Arch & Race St), Philadelphia, PA 19102",202,Art Museum
540,"Berks Station, MFL",Liberty Choice,39.97963727445223,-75.13287615771198,"1939 N Front St, Philadelphia, PA 19122",94,Convenience Store
541,"Berks Station, MFL",Five Sisters,39.979789341181025,-75.1331008967139,"Philadelphia, PA",104,Ice Cream Parlor
542,"Berks Station, MFL",Riverwards Produce Market,39.978213,-75.129942,"1822 Tulip Street, Philadelphia, PA 19125",302,Market
543,"Berks Station, MFL",Philadelphia Sculpture Gym,39.97802955662932,-75.13152682010038,"1834 Frankford Ave, Philadelphia, PA 19125",184,Art Gallery
544,"Berks Station, MFL",Kalaya,39.97564987595705,-75.13313455564375,"4 W Palmer St (at Blair St), Philadelphia, PA 19122",359,Thai Restaurant
545,"Berks Station, MFL",Da Vista Urso 2.0,39.97939493682621,-75.1336352595369,"Philadelphia, PA",60,Bar
546,"Berks Station, MFL",Vestige,39.97933547811935,-75.12950122094574,"2041 Frankford Ave, Philadelphia, PA 19125",334,Clothing Store
547,"Berks Station, MFL",LMNO,39.97606,-75.133704,"1739 N Front St, Philadelphia, PA 19122",314,Mexican Restaurant
548,"Berks Station, MFL",Buzz Cafe,39.977471074816684,-75.13501932584151,"1800 N Howard St, Philadelphia, PA 19122",209,Café
549,"Berks Station, MFL",Evil Genius Beer Company,39.97574794610907,-75.13393643265502,"1727 N Front St (btwn W Colombia & Palmer St), Philadelphia, PA 19122",351,Brewery
550,26th & Poplar,Lucky Goat Coffee House,39.972487950274584,-75.17935730716006,"888 N 26th St (at Poplar St), Philadelphia, PA 19130",45,Coffee Shop
551,26th & Poplar,Lazos Pizza & Grill,39.9727725759217,-75.17890236985912,"2533 Poplar St (at Poplar St), Philadelphia, PA 19130",68,Pizzeria
552,26th & Poplar,2637Brew,39.97433440252006,-75.18003518604161,"2637 W Girard Ave, Philadelphia, PA 19130",172,American Restaurant
553,26th & Poplar,Rybrew,39.97437923579758,-75.1825098320958,"2816 W Girard Ave (btwn 28th & 29th St), Philadelphia, PA 19130",296,Sandwich Spot
554,26th & Poplar,Brown Street Coffee,39.970450661128716,-75.17948456229703,"2545 Brown St (26'th Street), Philadelphia, PA 19130",261,Coffee Shop
555,26th & Poplar,SpOt Gourmet Burgers,39.97466392818747,-75.18263766015941,"2821 W Girard Ave (28th), Philadelphia, PA 19130",324,Burger Joint
556,26th & Poplar,Green Eggs Cafe,39.974146568249,-75.18217418068042,"2800 W Girard Ave (28’th Street), Philadelphia, PA 19130",257,Restaurant
557,26th & Poplar,Angelino's Restaurant,39.971258643408454,-75.1777513050809,"849 N 25th St (at Parrish St), Philadelphia, PA 19130",239,Italian Restaurant
558,26th & Poplar,Trio,39.970369965319335,-75.18048119038606,"2624 Brown St (at N Taney St), Philadelphia, PA 19130",277,Thai Restaurant
559,26th & Poplar,Dollar Tree,39.974211626654636,-75.17903780993771,"2601 W Girard Ave, Philadelphia, PA 19130",166,Discount Store
560,16th & Montgomery,Temple Track,39.98201911753366,-75.16065004909127,"Philadelphia, PA",123,Track
561,16th & Montgomery,Champ's Diner,39.979283044624125,-75.16086261392597,"1539 Cecil B Moore Ave (N 16th Street), Philadelphia, PA 19121",181,Bistro
562,16th & Montgomery,Wagner Free Institute of Science,39.98065115768267,-75.16288614134564,"1700 W Montgomery Ave, Philadelphia, PA 19121",192,Science Museum
563,16th & Montgomery,Maple Star,39.9791892383782,-75.16051242595141,"1521 Cecil B Moore Ave (North 15th St), Philadelphia, PA 19121",191,Chinese Restaurant
564,16th & Montgomery,Pub Webb,39.97902027765577,-75.16050243801952,"1527 Cecil B Moore Ave (btwn 15th & 16th), Philadelphia, PA 19121",210,Pub
565,16th & Montgomery,City View Pizza and Grill,39.978838053441436,-75.15968598757566,"1434 Cecil B Moore Ave (at 15th St), Philadelphia, PA 19121",244,Pizzeria
566,16th & Montgomery,Owl Breakfast & Lunch,39.97870405118039,-75.15919072188692,"1424 Cecil B Moore Ave, Philadelphia, PA 19121",274,Breakfast Spot
567,16th & Montgomery,Pita Chip,39.9780377862915,-75.1584168065293,"1600 N Broad St Ste 7, Philadelphia, PA 19121",371,Mediterranean Restaurant
568,16th & Montgomery,Tropical Smoothie Cafe,39.977931062914465,-75.15840999874148,"1600 N Broad St, Philadelphia, PA 19121",382,Juice Bar
569,16th & Montgomery,7-Eleven,39.9790836429215,-75.1596549153345,"1501 Cecil B Moore Ave, Philadelphia, PA 19121",219,Convenience Store
570,13th & Mifflin,Artisan Boulanger Patissier,39.926352965316944,-75.166339338567,"1218 Mifflin St (at S Iseminger St), Philadelphia, PA 19148",42,Café
571,13th & Mifflin,Stargazy,39.92679571550138,-75.16735612833608,"1838 E Passyunk Ave (Mifflin), Philadelphia, PA 19148",57,English Restaurant
572,13th & Mifflin,Gabriella's Vietnam,39.92693146669747,-75.16659121117044,"1837 E Passyunk Ave, Philadelphia, PA 19148",51,Vietnamese Restaurant
573,13th & Mifflin,Lucky 13 Pub,39.92709813953447,-75.16688794859165,"1820 S 13th St (at Passyunk Ave), Philadelphia, PA 19148",66,Pub
574,13th & Mifflin,Le Virtù,39.926044241224766,-75.16788506398544,"1927 E Passyunk Ave, Philadelphia, PA 19148",105,Italian Restaurant
575,13th & Mifflin,Fuel,39.92633186526494,-75.16766362535178,"1917 E Passyunk Ave (Mifflin St.), Philadelphia, PA 19148",75,New American Restaurant
576,13th & Mifflin,P'unk Burger,39.92727991634148,-75.16648134049025,"1823 E Passyunk Ave, Philadelphia, PA 19148",90,Burger Joint
577,13th & Mifflin,Occasionette,39.927044584579335,-75.16642653233176,"1704 E Passyunk Ave, Philadelphia, PA 19148",68,Gift Store
578,13th & Mifflin,East Passyunk Ave Shopping District,39.927834039525074,-75.16664704090185,"1900 E Passyunk Ave, Philadelphia, PA 19148",148,Shopping Plaza
579,13th & Mifflin,Flannel,39.92709952708369,-75.16638706711821,"1819 E Passyunk Ave, Philadelphia, PA 19148",75,Southern Food Restaurant
580,Ridge & Master,Kayuh Bicycles,39.97233990662719,-75.16768957952239,"1900 W Girard Ave (at West Girard Ave.), Philadelphia, PA 19130",393,Bicycle Store
581,Ridge & Master,City Food Market,39.97672506572741,-75.16629227716233,"1445 N 19th St, Philadelphia, PA 19121",209,Grocery Store
582,Ridge & Master,Noble's Lunch Truck,39.97846818915564,-75.16829684250413,"1600-1698 W Girard Ave, Philadelphia, PA 19130",293,Food Truck
583,Ridge & Master,Philadelphia Fire Department : Engine 27,39.978542584394816,-75.1663224713835,"1901 W Oxford St, Philadelphia, PA 19121",352,Fire Station
584,Ridge & Master,Miller Memorial Baptist Church,39.97807677484853,-75.17158466450552,"1518 N 22nd St, Philadelphia, PA 19121",364,Church
585,Ridge & Master,Girard College Baseball Field,39.97307390270497,-75.17092000358262,"2101 S College Ave, Philadelphia, PA 19121",371,Baseball Stadium
586,Ridge & Master,Libertee Grounds,39.971599334023246,-75.16321131961746,"1600 W Girard Ave, Philadelphia, PA 19130",648,Beer Bar
587,Ridge & Master,Wagner Free Institute of Science,39.98065115768267,-75.16288614134564,"1700 W Montgomery Ave, Philadelphia, PA 19121",715,Science Museum
588,Ridge & Master,Champ's Diner,39.979283044624125,-75.16086261392597,"1539 Cecil B Moore Ave (N 16th Street), Philadelphia, PA 19121",752,Bistro
589,Ridge & Master,Meade Elementary Philadelphia,39.97875925323934,-75.16483046320985,"1600 18th St (Oxford St), Philadelphia, PA 19121",448,Elementary School
590,2nd & Lombard,Spruce Street Harbor Park,39.94467018358169,-75.14135493085817,"301 S Columbus Blvd, Philadelphia, PA 19106",474,Park
591,2nd & Lombard,Delaware Riverfront,39.94471963877789,-75.14140963554382,"S Columbus Blvd (btwn Race St & Washington Ave), Philadelphia, PA 19147",474,Waterfront
592,2nd & Lombard,Christopher Columbus Monument,39.944474047318316,-75.14142939395236,"S Columbus Blvd, Philadelphia, PA 19106",455,Monument
593,2nd & Lombard,Spruce Street Park - Beer Barge,39.94446465043163,-75.14100193977355,"S Columbus Blvd, Philadelphia, PA",482,Bar
594,2nd & Lombard,Positano Coast by Aldo Lamberti,39.946803446288506,-75.14494694530335,"212 Walnut St Fl 2 (2nd St), Philadelphia, PA 19106",555,Italian Restaurant
595,2nd & Lombard,Eulogoy,39.94205589229199,-75.14253771551319,"Philadelphia, PA",253,Bar
596,2nd & Lombard,The Olde Bar,39.946785,-75.14383,"125 Walnut St (at 2nd St), Philadelphia, PA 19106",569,Cocktail Bar
597,2nd & Lombard,Mario Lanza Park,39.936865454961264,-75.14693691858312,"200 block of Catherine Street, Philadelphia, PA 19147",564,Dog Park
598,2nd & Lombard,Frieda,39.9470672635393,-75.14719812592973,"320 Walnut St, Philadelphia, PA 19106",600,Café
